source,target,index,stage,hus1b,slc22a1,loc100132354,slc22a16,abca12,c10orf41,c4orf6,c9orf129,cd1c,trim36,afap1l1,c6orf176,cabyr,ccdc146,ces8
TCGA-A3-3343-01,TCGA-BP-5173-01,5,negative,2,2,2,1,2,2,3,3,4,2,2,2,2,3,1
TCGA-A3-3343-01,TCGA-BP-5173-01,6,negative,1,1,3,1,1,1,3,2,3,3,3,1,3,3,1
TCGA-A3-3343-01,TCGA-BP-5173-01,7,negative,0,0,4,0,0,0,4,0,2,3,4,1,3,4,0
TCGA-A3-3343-01,TCGA-BP-5173-01,8,negative,0,0,4,0,0,0,4,0,0,4,4,0,4,4,0
TCGA-A3-3343-01,TCGA-BP-5173-01,9,negative,0,0,4,0,0,0,4,1,0,4,4,0,4,4,0
TCGA-A3-3343-01,TCGA-CZ-5459-01,0,positive,4,0,4,0,4,0,4,0,0,0,0,0,4,4,4
TCGA-A3-3343-01,TCGA-CZ-5459-01,1,positive,4,0,4,0,4,0,4,0,0,0,0,0,4,4,4
TCGA-A3-3343-01,TCGA-CZ-5459-01,2,positive,3,0,4,0,4,0,4,0,0,0,0,0,4,4,4
TCGA-A3-3343-01,TCGA-CZ-5459-01,3,positive,3,1,3,1,3,1,3,1,1,1,1,1,3,3,3
TCGA-A3-3343-01,TCGA-CZ-5459-01,4,positive,2,2,2,2,2,2,3,1,2,1,2,2,2,2,2
TCGA-A3-3343-01,TCGA-CZ-5459-01,5,positive,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3343-01,TCGA-CZ-5459-01,6,positive,1,3,1,3,1,3,1,3,3,3,3,3,1,1,1
TCGA-A3-3343-01,TCGA-CZ-5459-01,7,positive,1,3,0,3,0,3,1,3,4,3,4,4,0,1,0
TCGA-A3-3343-01,TCGA-CZ-5459-01,8,positive,0,4,0,4,0,4,0,4,4,4,4,4,0,0,0
TCGA-A3-3343-01,TCGA-CZ-5459-01,9,positive,0,4,0,4,0,4,0,4,4,4,4,4,0,0,0
TCGA-A3-3346-01,TCGA-B0-5094-01,0,positive,4,4,4,0,4,4,4,0,0,0,4,4,1,0,0
TCGA-A3-3346-01,TCGA-B0-5094-01,1,positive,4,4,4,0,1,4,4,0,0,0,4,4,0,0,0
TCGA-A3-3346-01,TCGA-B0-5094-01,2,positive,4,3,3,0,0,3,4,0,0,0,4,4,0,2,0
TCGA-A3-3346-01,TCGA-B0-5094-01,3,positive,3,3,3,1,0,3,3,1,1,1,3,3,1,3,1
TCGA-A3-3346-01,TCGA-B0-5094-01,4,positive,3,2,2,2,1,2,2,2,2,2,2,2,1,3,2
TCGA-A3-3346-01,TCGA-B0-5094-01,5,positive,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2
TCGA-A3-3346-01,TCGA-B0-5094-01,6,positive,1,1,1,3,2,1,1,3,3,3,1,1,3,3,3
TCGA-A3-3346-01,TCGA-B0-5094-01,7,positive,0,0,1,4,3,0,0,4,4,4,0,0,4,3,4
TCGA-A3-3346-01,TCGA-B0-5094-01,8,positive,0,0,0,4,4,0,0,4,4,4,0,0,4,3,4
TCGA-A3-3346-01,TCGA-B0-5094-01,9,positive,0,0,0,4,4,0,0,4,4,4,0,0,4,3,4
TCGA-A3-3349-01,TCGA-B8-4151-01,0,positive,1,4,4,0,0,0,0,4,1,1,4,0,4,3,0
TCGA-A3-3349-01,TCGA-B8-4151-01,1,positive,2,4,4,0,0,0,0,4,2,1,4,0,4,3,0
TCGA-A3-3349-01,TCGA-B8-4151-01,2,positive,2,4,4,0,0,1,0,4,3,1,4,1,4,3,0
TCGA-A3-3349-01,TCGA-B8-4151-01,3,positive,3,3,3,1,1,1,1,3,4,1,3,2,3,3,1
TCGA-A3-3349-01,TCGA-B8-4151-01,4,positive,4,2,2,1,2,1,2,2,4,0,2,3,2,3,1
TCGA-A3-3349-01,TCGA-B8-4151-01,5,positive,4,2,1,2,2,1,3,2,4,1,2,3,1,3,2
TCGA-A3-3349-01,TCGA-B8-4151-01,6,positive,3,1,1,3,3,2,3,1,3,2,1,3,1,2,3
TCGA-A3-3349-01,TCGA-B8-4151-01,7,positive,2,0,0,3,4,3,4,0,1,3,0,3,0,1,4
TCGA-A3-3349-01,TCGA-B8-4151-01,8,positive,0,0,0,4,4,4,4,0,0,4,0,4,0,0,4
TCGA-A3-3349-01,TCGA-B8-4151-01,9,positive,0,0,0,4,4,4,4,0,0,4,0,4,0,0,4
TCGA-A3-3349-01,TCGA-CZ-4856-01,0,negative,4,4,4,0,4,4,4,0,0,0,4,0,4,4,4
TCGA-A3-3349-01,TCGA-CZ-4856-01,1,negative,4,4,4,0,4,4,4,0,0,0,4,0,4,4,4
TCGA-A3-3349-01,TCGA-CZ-4856-01,2,negative,4,4,4,0,4,4,4,0,0,0,4,0,4,4,4
TCGA-A3-3349-01,TCGA-CZ-4856-01,3,negative,3,3,3,1,3,3,3,1,1,1,3,1,3,3,3
TCGA-A3-3349-01,TCGA-CZ-4856-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3349-01,TCGA-CZ-4856-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3349-01,TCGA-CZ-4856-01,6,negative,1,1,1,3,1,1,1,3,3,3,1,3,1,1,1
TCGA-A3-3349-01,TCGA-CZ-4856-01,7,negative,0,0,0,4,0,0,0,4,4,4,0,4,0,0,0
TCGA-A3-3349-01,TCGA-CZ-4856-01,8,negative,0,0,0,4,0,0,0,4,4,4,0,4,0,0,0
TCGA-A3-3349-01,TCGA-CZ-4856-01,9,negative,0,0,0,4,0,0,0,4,4,4,0,4,0,0,0
TCGA-A3-3358-01,TCGA-CZ-4863-01,0,positive,4,0,4,4,4,4,0,4,4,0,0,4,0,0,0
TCGA-A3-3358-01,TCGA-CZ-4863-01,1,positive,4,0,4,4,4,4,0,4,4,0,0,4,0,0,0
TCGA-A3-3358-01,TCGA-CZ-4863-01,2,positive,4,0,2,4,4,4,3,3,4,1,0,4,0,0,0
TCGA-A3-3358-01,TCGA-CZ-4863-01,3,positive,3,1,1,3,3,3,4,3,3,1,1,3,1,1,1
TCGA-A3-3358-01,TCGA-CZ-4863-01,4,positive,2,2,1,2,2,2,4,2,2,2,2,2,2,2,1
TCGA-A3-3358-01,TCGA-CZ-4863-01,5,positive,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2
TCGA-A3-3358-01,TCGA-CZ-4863-01,6,positive,1,3,0,1,1,1,3,1,1,3,3,1,3,3,3
TCGA-A3-3358-01,TCGA-CZ-4863-01,7,positive,0,4,0,0,0,1,3,1,0,3,3,1,4,4,4
TCGA-A3-3358-01,TCGA-CZ-4863-01,8,positive,0,4,2,0,0,0,2,0,0,4,4,0,4,4,4
TCGA-A3-3358-01,TCGA-CZ-4863-01,9,positive,0,4,4,0,0,0,0,0,0,4,4,0,4,4,4
TCGA-A3-3363-01,TCGA-BP-4970-01,0,positive,0,0,4,4,4,0,4,4,0,4,0,0,4,0,4
TCGA-A3-3363-01,TCGA-BP-4970-01,1,positive,0,0,4,4,4,0,4,4,0,4,0,0,4,0,4
TCGA-A3-3363-01,TCGA-BP-4970-01,2,positive,0,0,4,4,4,1,3,3,0,3,0,0,4,0,4
TCGA-A3-3363-01,TCGA-BP-4970-01,3,positive,1,1,3,3,3,2,3,3,1,3,1,1,3,1,3
TCGA-A3-3363-01,TCGA-BP-4970-01,4,positive,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
TCGA-A3-3363-01,TCGA-BP-4970-01,5,positive,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2
TCGA-A3-3363-01,TCGA-BP-4970-01,6,positive,3,3,1,1,1,4,1,1,3,1,3,3,1,3,1
TCGA-A3-3363-01,TCGA-BP-4970-01,7,positive,4,4,0,0,0,3,1,1,4,0,4,4,0,4,0
TCGA-A3-3363-01,TCGA-BP-4970-01,8,positive,4,4,0,0,0,3,0,0,4,0,4,4,0,4,0
TCGA-A3-3363-01,TCGA-BP-4970-01,9,positive,4,4,0,0,0,3,0,0,4,0,4,4,0,4,0
TCGA-A3-3365-01,TCGA-A3-3335-01,0,negative,0,4,4,0,0,0,0,0,0,0,4,0,4,4,4
TCGA-A3-3365-01,TCGA-A3-3335-01,1,negative,0,4,4,0,0,0,0,0,0,0,4,0,4,4,4
TCGA-A3-3365-01,TCGA-A3-3335-01,2,negative,0,4,3,0,0,0,0,0,0,0,4,0,4,4,4
TCGA-A3-3365-01,TCGA-A3-3335-01,3,negative,1,3,2,1,1,1,1,1,1,1,3,1,3,3,3
TCGA-A3-3365-01,TCGA-A3-3335-01,4,negative,2,3,1,1,2,2,2,2,2,1,2,2,2,2,2
TCGA-A3-3365-01,TCGA-A3-3335-01,5,negative,2,2,1,2,2,3,3,2,3,2,2,2,2,2,2
TCGA-A3-3365-01,TCGA-A3-3335-01,6,negative,3,1,1,3,3,3,3,3,3,3,1,3,1,1,1
TCGA-A3-3365-01,TCGA-A3-3335-01,7,negative,4,0,0,4,4,4,4,3,4,4,0,4,0,0,0
TCGA-A3-3365-01,TCGA-A3-3335-01,8,negative,4,0,0,4,4,4,4,4,4,4,0,4,0,0,0
TCGA-A3-3365-01,TCGA-A3-3335-01,9,negative,4,0,1,4,4,4,4,4,4,4,0,4,0,0,0
TCGA-A3-3365-01,TCGA-BP-4332-01,0,positive,0,0,4,4,0,0,0,0,4,4,4,0,4,4,0
TCGA-A3-3365-01,TCGA-BP-4332-01,1,positive,0,0,4,4,0,0,0,0,4,4,4,0,4,4,0
TCGA-A3-3365-01,TCGA-BP-4332-01,2,positive,0,0,4,4,0,0,0,0,4,3,4,1,4,4,0
TCGA-A3-3365-01,TCGA-BP-4332-01,3,positive,1,1,3,3,1,1,1,1,3,2,3,2,3,3,1
TCGA-A3-3365-01,TCGA-BP-4332-01,4,positive,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2
TCGA-A3-3365-01,TCGA-BP-4332-01,5,positive,2,3,1,2,2,2,2,2,2,0,1,4,2,2,2
TCGA-A3-3365-01,TCGA-BP-4332-01,6,positive,3,3,1,1,3,3,3,3,1,0,1,4,1,1,3
TCGA-A3-3365-01,TCGA-BP-4332-01,7,positive,3,4,0,0,4,4,4,4,0,0,0,4,0,0,4
TCGA-A3-3365-01,TCGA-BP-4332-01,8,positive,4,4,0,0,4,4,4,4,0,1,0,3,0,0,4
TCGA-A3-3365-01,TCGA-BP-4332-01,9,positive,4,4,0,0,4,4,4,4,0,3,0,1,0,0,4
TCGA-A3-3365-01,TCGA-BP-4995-01,0,negative,4,4,0,0,0,4,0,0,0,0,4,4,4,4,0
TCGA-A3-3365-01,TCGA-BP-4995-01,1,negative,4,4,0,0,0,4,0,0,0,0,4,4,4,4,0
TCGA-A3-3365-01,TCGA-BP-4995-01,2,negative,4,4,0,0,0,4,0,0,0,0,4,4,4,4,0
TCGA-A3-3365-01,TCGA-BP-4995-01,3,negative,3,3,1,1,1,3,1,1,1,1,3,3,3,3,0
TCGA-A3-3365-01,TCGA-BP-4995-01,4,negative,3,2,1,2,1,2,2,2,2,2,2,3,2,2,1
TCGA-A3-3365-01,TCGA-BP-4995-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3365-01,TCGA-BP-4995-01,6,negative,1,1,3,3,3,1,3,3,3,3,1,1,1,1,3
TCGA-A3-3365-01,TCGA-BP-4995-01,7,negative,0,0,4,4,4,0,4,4,4,4,0,0,0,0,4
TCGA-A3-3365-01,TCGA-BP-4995-01,8,negative,0,0,4,4,4,0,4,4,4,4,0,0,0,0,4
TCGA-A3-3365-01,TCGA-BP-4995-01,9,negative,0,0,4,4,4,0,4,4,4,4,0,0,0,0,4
TCGA-A3-3367-01,TCGA-BP-4777-01,0,negative,4,4,0,4,4,4,0,0,4,0,0,0,0,4,4
TCGA-A3-3367-01,TCGA-BP-4777-01,1,negative,4,4,0,4,4,4,0,0,4,0,0,0,0,4,4
TCGA-A3-3367-01,TCGA-BP-4777-01,2,negative,4,4,0,4,4,4,0,0,4,0,0,0,0,4,4
TCGA-A3-3367-01,TCGA-BP-4777-01,3,negative,3,3,1,3,3,3,1,1,3,1,1,1,1,3,3
TCGA-A3-3367-01,TCGA-BP-4777-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3367-01,TCGA-BP-4777-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3367-01,TCGA-BP-4777-01,6,negative,1,1,3,1,1,1,3,3,1,3,3,3,3,1,1
TCGA-A3-3367-01,TCGA-BP-4777-01,7,negative,0,0,4,0,0,0,4,4,0,4,4,4,4,0,0
TCGA-A3-3367-01,TCGA-BP-4777-01,8,negative,0,0,4,0,0,0,4,4,0,4,4,4,4,0,0
TCGA-A3-3367-01,TCGA-BP-4777-01,9,negative,0,0,4,0,0,0,4,4,0,4,4,4,4,0,0
TCGA-A3-3367-01,TCGA-BP-5185-01,0,negative,4,4,0,4,4,0,0,1,4,4,0,0,0,0,4
TCGA-A3-3367-01,TCGA-BP-5185-01,1,negative,4,4,0,4,4,0,0,1,4,4,0,0,0,0,4
TCGA-A3-3367-01,TCGA-BP-5185-01,2,negative,4,4,0,4,4,1,0,1,4,3,0,1,0,1,3
TCGA-A3-3367-01,TCGA-BP-5185-01,3,negative,3,3,1,3,3,1,1,1,3,2,1,2,1,2,3
TCGA-A3-3367-01,TCGA-BP-5185-01,4,negative,2,3,1,2,2,2,2,1,2,1,1,3,2,2,1
TCGA-A3-3367-01,TCGA-BP-5185-01,5,negative,1,2,2,2,2,3,3,0,2,1,2,3,2,2,1
TCGA-A3-3367-01,TCGA-BP-5185-01,6,negative,1,1,3,1,1,3,3,1,1,1,3,3,3,3,0
TCGA-A3-3367-01,TCGA-BP-5185-01,7,negative,0,0,4,0,0,3,4,3,0,1,4,3,4,3,0
TCGA-A3-3367-01,TCGA-BP-5185-01,8,negative,0,0,4,0,0,4,4,4,0,1,4,3,4,4,1
TCGA-A3-3367-01,TCGA-BP-5185-01,9,negative,0,0,4,0,0,4,4,4,0,0,4,4,4,4,1
TCGA-A3-3367-01,TCGA-BP-5198-01,0,positive,4,4,1,4,4,4,3,0,4,0,0,0,0,4,4
TCGA-A3-3367-01,TCGA-BP-5198-01,1,positive,4,4,1,4,4,4,3,0,4,0,0,0,0,4,4
TCGA-A3-3367-01,TCGA-BP-5198-01,2,positive,3,4,1,4,4,4,3,0,4,1,0,0,0,4,4
TCGA-A3-3367-01,TCGA-BP-5198-01,3,positive,2,3,1,3,3,3,3,1,3,1,1,1,1,3,3
TCGA-A3-3367-01,TCGA-BP-5198-01,4,positive,2,3,1,2,2,2,3,1,2,1,1,2,1,2,2
TCGA-A3-3367-01,TCGA-BP-5198-01,5,positive,1,2,1,1,2,2,3,2,2,2,2,3,2,2,1
TCGA-A3-3367-01,TCGA-BP-5198-01,6,positive,1,1,2,1,1,1,2,3,1,2,3,3,3,1,1
TCGA-A3-3367-01,TCGA-BP-5198-01,7,positive,1,0,3,0,0,0,1,4,0,3,4,4,3,1,0
TCGA-A3-3367-01,TCGA-BP-5198-01,8,positive,0,0,4,0,0,0,0,4,0,4,4,4,4,0,0
TCGA-A3-3367-01,TCGA-BP-5198-01,9,positive,0,0,4,0,0,0,0,4,0,4,4,4,4,0,0
TCGA-A3-3370-01,TCGA-B0-4710-01,0,positive,0,0,4,4,0,0,4,4,4,4,4,4,4,4,4
TCGA-A3-3370-01,TCGA-B0-4710-01,1,positive,0,0,4,4,0,0,4,4,4,4,4,4,4,4,4
TCGA-A3-3370-01,TCGA-B0-4710-01,2,positive,0,1,4,4,0,1,3,4,4,4,4,4,4,4,4
TCGA-A3-3370-01,TCGA-B0-4710-01,3,positive,1,1,3,3,1,1,3,3,3,3,3,3,3,3,3
TCGA-A3-3370-01,TCGA-B0-4710-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
TCGA-A3-3370-01,TCGA-B0-4710-01,5,positive,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2
TCGA-A3-3370-01,TCGA-B0-4710-01,6,positive,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1
TCGA-A3-3370-01,TCGA-B0-4710-01,7,positive,4,3,0,0,4,4,1,0,0,0,0,0,0,0,0
TCGA-A3-3370-01,TCGA-B0-4710-01,8,positive,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0
TCGA-A3-3370-01,TCGA-B0-4710-01,9,positive,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0
TCGA-A3-3370-01,TCGA-CJ-4639-01,0,negative,4,4,0,0,4,4,4,0,0,4,4,4,4,4,4
TCGA-A3-3370-01,TCGA-CJ-4639-01,1,negative,4,4,0,0,4,4,4,0,0,4,4,4,4,4,4
TCGA-A3-3370-01,TCGA-CJ-4639-01,2,negative,4,4,0,0,4,4,4,0,0,4,4,4,4,4,4
TCGA-A3-3370-01,TCGA-CJ-4639-01,3,negative,3,3,1,1,3,3,3,1,1,3,3,3,3,3,3
TCGA-A3-3370-01,TCGA-CJ-4639-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3370-01,TCGA-CJ-4639-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3370-01,TCGA-CJ-4639-01,6,negative,1,1,3,3,1,1,1,3,3,1,1,1,1,1,1
TCGA-A3-3370-01,TCGA-CJ-4639-01,7,negative,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0
TCGA-A3-3370-01,TCGA-CJ-4639-01,8,negative,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0
TCGA-A3-3370-01,TCGA-CJ-4639-01,9,negative,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0
TCGA-A3-3374-01,TCGA-BP-4330-01,0,positive,0,0,4,4,0,0,3,4,0,4,0,0,4,0,4
TCGA-A3-3374-01,TCGA-BP-4330-01,1,positive,0,0,4,4,0,0,3,4,0,4,0,0,4,0,4
TCGA-A3-3374-01,TCGA-BP-4330-01,2,positive,1,0,4,4,0,1,3,4,0,4,0,0,4,0,3
TCGA-A3-3374-01,TCGA-BP-4330-01,3,positive,1,1,3,3,1,1,3,3,1,3,1,1,3,1,3
TCGA-A3-3374-01,TCGA-BP-4330-01,4,positive,1,2,2,3,2,1,3,2,2,2,2,2,2,2,2
TCGA-A3-3374-01,TCGA-BP-4330-01,5,positive,2,2,2,2,3,2,3,2,2,2,2,2,1,2,2
TCGA-A3-3374-01,TCGA-BP-4330-01,6,positive,3,3,1,1,3,3,2,1,3,1,3,3,1,3,1
TCGA-A3-3374-01,TCGA-BP-4330-01,7,positive,4,4,0,0,4,4,1,0,4,0,4,4,0,4,0
TCGA-A3-3374-01,TCGA-BP-4330-01,8,positive,4,4,0,0,4,4,0,0,4,0,4,4,0,4,0
TCGA-A3-3374-01,TCGA-BP-4330-01,9,positive,4,4,0,0,4,4,0,0,4,0,4,4,0,4,0
TCGA-A3-3378-01,TCGA-A3-3328-01,0,negative,4,4,0,2,4,4,4,4,4,4,4,4,0,0,0
TCGA-A3-3378-01,TCGA-A3-3328-01,1,negative,4,4,0,1,4,4,2,4,4,2,4,4,0,0,0
TCGA-A3-3378-01,TCGA-A3-3328-01,2,negative,4,4,0,0,4,4,0,3,2,0,3,4,0,0,0
TCGA-A3-3378-01,TCGA-A3-3328-01,3,negative,3,3,1,0,3,3,0,2,1,0,3,3,1,1,1
TCGA-A3-3378-01,TCGA-A3-3328-01,4,negative,2,2,2,1,3,3,0,2,1,0,2,2,2,2,2
TCGA-A3-3378-01,TCGA-A3-3328-01,5,negative,2,2,2,2,2,2,1,1,1,1,2,2,3,2,2
TCGA-A3-3378-01,TCGA-A3-3328-01,6,negative,1,1,3,3,1,1,2,1,1,2,1,1,3,3,3
TCGA-A3-3378-01,TCGA-A3-3328-01,7,negative,0,0,4,4,0,1,4,1,1,3,0,0,4,4,4
TCGA-A3-3378-01,TCGA-A3-3328-01,8,negative,0,0,4,4,0,0,4,0,1,4,0,0,4,4,4
TCGA-A3-3378-01,TCGA-A3-3328-01,9,negative,0,0,4,4,0,0,4,0,3,4,0,0,4,4,4
TCGA-A3-3378-01,TCGA-B0-4815-01,0,positive,4,0,0,4,3,0,0,4,0,0,0,0,0,4,4
TCGA-A3-3378-01,TCGA-B0-4815-01,1,positive,4,0,0,4,3,0,0,4,0,0,0,0,0,4,4
TCGA-A3-3378-01,TCGA-B0-4815-01,2,positive,4,0,0,3,4,1,0,3,0,0,0,0,0,4,3
TCGA-A3-3378-01,TCGA-B0-4815-01,3,positive,3,1,1,3,4,1,0,3,1,1,1,1,0,3,3
TCGA-A3-3378-01,TCGA-B0-4815-01,4,positive,2,1,2,2,3,2,1,2,1,1,2,2,1,2,2
TCGA-A3-3378-01,TCGA-B0-4815-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
TCGA-A3-3378-01,TCGA-B0-4815-01,6,positive,1,3,3,1,1,3,3,1,3,3,3,3,3,1,1
TCGA-A3-3378-01,TCGA-B0-4815-01,7,positive,0,4,4,0,1,4,4,1,4,4,4,4,4,0,1
TCGA-A3-3378-01,TCGA-B0-4815-01,8,positive,0,4,4,0,0,4,4,0,4,4,4,4,4,0,0
TCGA-A3-3378-01,TCGA-B0-4815-01,9,positive,0,4,4,0,0,4,4,0,4,4,4,4,4,0,0
TCGA-A3-3378-01,TCGA-B0-5699-01,0,negative,4,0,0,0,4,4,4,4,0,4,0,4,4,0,4
TCGA-A3-3378-01,TCGA-B0-5699-01,1,negative,4,0,0,0,4,4,4,4,0,3,0,4,4,0,4
TCGA-A3-3378-01,TCGA-B0-5699-01,2,negative,4,0,0,0,4,4,3,3,0,0,0,4,3,0,3
TCGA-A3-3378-01,TCGA-B0-5699-01,3,negative,3,1,1,1,3,3,3,3,1,0,1,3,2,1,2
TCGA-A3-3378-01,TCGA-B0-5699-01,4,negative,3,1,1,1,3,3,2,2,2,1,2,2,2,2,2
TCGA-A3-3378-01,TCGA-B0-5699-01,5,negative,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1
TCGA-A3-3378-01,TCGA-B0-5699-01,6,negative,1,3,3,3,1,1,1,1,3,2,3,1,1,3,1
TCGA-A3-3378-01,TCGA-B0-5699-01,7,negative,0,4,4,4,0,0,1,0,4,2,4,0,1,4,1
TCGA-A3-3378-01,TCGA-B0-5699-01,8,negative,0,4,4,4,0,0,0,0,4,2,4,0,0,4,0
TCGA-A3-3378-01,TCGA-B0-5699-01,9,negative,0,4,4,4,0,0,0,0,4,3,4,0,0,4,0
TCGA-A3-3378-01,TCGA-BP-4769-01,0,negative,4,4,0,4,4,4,4,4,0,2,0,4,0,0,0
TCGA-A3-3378-01,TCGA-BP-4769-01,1,negative,4,4,0,3,4,4,4,4,0,1,0,4,0,0,0
TCGA-A3-3378-01,TCGA-BP-4769-01,2,negative,4,4,0,1,4,4,3,3,0,0,0,4,0,0,0
TCGA-A3-3378-01,TCGA-BP-4769-01,3,negative,3,3,1,1,3,3,3,3,1,0,1,3,1,1,1
TCGA-A3-3378-01,TCGA-BP-4769-01,4,negative,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1
TCGA-A3-3378-01,TCGA-BP-4769-01,5,negative,2,1,2,0,2,2,1,2,3,1,2,2,2,2,2
TCGA-A3-3378-01,TCGA-BP-4769-01,6,negative,1,1,3,0,1,1,1,1,3,2,3,1,3,3,3
TCGA-A3-3378-01,TCGA-BP-4769-01,7,negative,0,0,4,1,0,0,0,0,4,3,4,0,4,4,4
TCGA-A3-3378-01,TCGA-BP-4769-01,8,negative,0,0,4,3,0,0,0,0,4,4,4,0,4,4,4
TCGA-A3-3378-01,TCGA-BP-4769-01,9,negative,0,0,4,4,0,0,0,0,4,4,4,0,4,4,4
TCGA-A3-3382-01,TCGA-AS-3777-01,0,negative,0,4,0,0,4,4,0,4,4,4,4,4,4,0,0
TCGA-A3-3382-01,TCGA-AS-3777-01,1,negative,0,4,0,0,4,4,0,4,4,4,4,4,4,0,0
TCGA-A3-3382-01,TCGA-AS-3777-01,2,negative,0,4,0,0,4,4,1,3,4,4,4,4,3,0,0
TCGA-A3-3382-01,TCGA-AS-3777-01,3,negative,1,3,1,1,3,3,3,3,3,3,3,3,3,1,1
TCGA-A3-3382-01,TCGA-AS-3777-01,4,negative,1,2,2,1,2,2,4,2,3,2,2,3,2,2,1
TCGA-A3-3382-01,TCGA-AS-3777-01,5,negative,2,2,2,2,2,2,4,1,2,1,2,2,2,2,2
TCGA-A3-3382-01,TCGA-AS-3777-01,6,negative,3,1,3,3,1,1,4,1,1,1,1,1,2,3,3
TCGA-A3-3382-01,TCGA-AS-3777-01,7,negative,4,1,4,4,0,1,2,1,0,0,0,0,1,3,3
TCGA-A3-3382-01,TCGA-AS-3777-01,8,negative,4,0,4,4,0,0,1,0,0,0,0,0,0,4,4
TCGA-A3-3382-01,TCGA-AS-3777-01,9,negative,4,0,4,4,0,0,2,0,0,0,0,0,0,4,4
TCGA-A3-3382-01,TCGA-B0-4815-01,0,positive,0,4,0,4,0,4,0,1,4,4,4,0,0,4,4
TCGA-A3-3382-01,TCGA-B0-4815-01,1,positive,0,4,0,4,0,4,0,1,4,4,4,0,0,4,4
TCGA-A3-3382-01,TCGA-B0-4815-01,2,positive,1,4,0,3,0,3,0,1,4,3,4,0,0,4,4
TCGA-A3-3382-01,TCGA-B0-4815-01,3,positive,1,3,1,3,1,3,1,1,3,2,3,1,1,3,3
TCGA-A3-3382-01,TCGA-B0-4815-01,4,positive,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2
TCGA-A3-3382-01,TCGA-B0-4815-01,5,positive,2,2,2,1,2,1,3,1,2,1,2,2,2,2,1
TCGA-A3-3382-01,TCGA-B0-4815-01,6,positive,3,1,3,1,3,1,3,1,1,0,1,3,3,1,0
TCGA-A3-3382-01,TCGA-B0-4815-01,7,positive,3,0,3,0,4,0,4,2,0,0,0,4,3,0,0
TCGA-A3-3382-01,TCGA-B0-4815-01,8,positive,4,0,4,0,4,0,4,4,0,1,0,4,4,0,0
TCGA-A3-3382-01,TCGA-B0-4815-01,9,positive,4,0,4,0,4,0,4,4,0,1,0,4,4,0,1
TCGA-A3-3382-01,TCGA-B2-5633-01,0,negative,4,4,4,0,4,4,4,4,0,4,4,4,0,0,4
TCGA-A3-3382-01,TCGA-B2-5633-01,1,negative,4,4,4,0,4,4,4,4,0,4,4,4,0,0,4
TCGA-A3-3382-01,TCGA-B2-5633-01,2,negative,4,3,4,0,4,4,3,4,0,4,4,4,0,0,4
TCGA-A3-3382-01,TCGA-B2-5633-01,3,negative,3,2,3,1,3,3,3,3,1,3,3,3,1,1,3
TCGA-A3-3382-01,TCGA-B2-5633-01,4,negative,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2
TCGA-A3-3382-01,TCGA-B2-5633-01,5,negative,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-A3-3382-01,TCGA-B2-5633-01,6,negative,1,1,1,3,1,1,1,1,3,1,1,1,3,3,1
TCGA-A3-3382-01,TCGA-B2-5633-01,7,negative,0,1,0,4,0,0,0,0,4,0,0,0,4,4,0
TCGA-A3-3382-01,TCGA-B2-5633-01,8,negative,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0
TCGA-A3-3382-01,TCGA-B2-5633-01,9,negative,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0
TCGA-A3-A6NJ-01,TCGA-B0-5712-01,0,positive,4,4,0,0,0,0,0,0,0,0,4,0,4,4,4
TCGA-A3-A6NJ-01,TCGA-B0-5712-01,1,positive,4,4,0,0,0,0,0,0,0,0,4,0,4,4,4
